,id,name,artist,lien,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
68,5dc37CGI6sMYcLEcSM1tvk,Pie,onthedal,https://open.spotify.com/track/5dc37CGI6sMYcLEcSM1tvk,0.379,0.456,7,-8.901,0.0272,0.71,0.263,0.0891,0.217,154.106
69,7M253AQqLBIEc8TbXmzTPW,Vinseesun,onthedal,https://open.spotify.com/track/7M253AQqLBIEc8TbXmzTPW,0.458,0.266,7,-9.294,0.0435,0.958,0.0351,0.121,0.187,179.887
70,5Wd3awnTFGcfP4xPcO8NLQ,Maum,onthedal,https://open.spotify.com/track/5Wd3awnTFGcfP4xPcO8NLQ,0.533,0.0643,11,-14.249,0.0478,0.97,0.000477,0.413,0.379,128.367
71,1PN7JcXa4w1JjJ1qebujMM,CEMENT,cott (콧),https://open.spotify.com/track/1PN7JcXa4w1JjJ1qebujMM,0.477,0.441,5,-7.32,0.0673,0.8,0.000135,0.0776,0.166,136.395
72,6ZTgCOI3ClfLpmhLgn44gI,corduroy 골덴,cott (콧),https://open.spotify.com/track/6ZTgCOI3ClfLpmhLgn44gI,0.649,0.595,10,-7.883,0.0327,0.729,6.75e-05,0.196,0.255,109.954
73,6Pb3R417Xgf3zBYuTjeB8m,stretch!,pigfrog,https://open.spotify.com/track/6Pb3R417Xgf3zBYuTjeB8m,0.77,0.598,0,-9.266,0.0448,0.265,0.599,0.143,0.789,104.996
74,2hTqFtlZgQW5BgGR5Tqbhx,Christmas party,Keumbee,https://open.spotify.com/track/2hTqFtlZgQW5BgGR5Tqbhx,0.649,0.513,3,-11.167,0.0323,0.339,1.01e-05,0.0758,0.739,99.996
75,2MHDdfh6JaIqmypLsXfWh0,Happily Ever After 오래오래 행복하게 살았답니다,Lacuna,https://open.spotify.com/track/2MHDdfh6JaIqmypLsXfWh0,0.529,0.612,7,-3.823,0.0299,0.06,0.000435,0.472,0.118,119.878
76,587TCLTiTFmZLxyDcHvkZU,Bird 새,Lacuna,https://open.spotify.com/track/587TCLTiTFmZLxyDcHvkZU,0.573,0.623,11,-4.6,0.0291,0.502,0.12,0.197,0.471,109.992
77,5hNmMhv9ZKRvxv6EPJPk7E,FACE 표정,Seong Inchang 성인창,https://open.spotify.com/track/5hNmMhv9ZKRvxv6EPJPk7E,0.623,0.684,6,-7.95,0.0456,0.836,0.0156,0.105,0.556,150.092
78,5lS0hquPMVRFkgy7aHdDWy,Night walk 밤산책,Meaningful Stone,https://open.spotify.com/track/5lS0hquPMVRFkgy7aHdDWy,0.767,0.274,9,-8.38,0.0445,0.864,2.98e-05,0.329,0.488,124.873
79,1Bzyh2PDRbIR1Q1A8u3U9b,"Beep-Boop, Beep-Boop",Meaningful Stone,https://open.spotify.com/track/1Bzyh2PDRbIR1Q1A8u3U9b,0.503,0.763,4,-6.005,0.0795,0.31,1.79e-05,0.129,0.322,96.075
80,3vCbwbAIRB1vkQAGbNXO3F,Shower duty,Meaningful Stone,https://open.spotify.com/track/3vCbwbAIRB1vkQAGbNXO3F,0.542,0.537,8,-6.43,0.0336,0.537,1.89e-06,0.0841,0.761,130.033
81,47xIzVP8HX2PIXp2oyxHIP,"Ah,",Meaningful Stone,https://open.spotify.com/track/47xIzVP8HX2PIXp2oyxHIP,0.744,0.621,10,-7.334,0.0291,0.661,6.65e-05,0.0804,0.583,120.015
